JW_ID	Locustag K-12	Locustag MG1655	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	yield_new(uM)	yield_new(ug/ml)	calculated MW(kDa)	calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW3822	ECK3838	b3846	fadB	fadB	oldB	15 	1.0 	77 	79.5 	6.3 	e	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase -!- 3-hydroxyacyl-CoA dehydrogenase	Cytoplasmic		52096; ClpP/crotonase -!- 48179; 6-phosphogluconate dehydrogenase C-terminal domain-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW3835	ECK3855	b3863	polA	polA	resA	76 	0.0 	4 	103.0 	5.5 	e	fused DNA polymerase I 5'->3' exonuclease -!- 3'->5' polymerase -!- 3'->5' exonuclease	Cytoplasmic		"47807; 5' to 3' exonuclease, C-terminal subdomain -!- 53041; Resolvase-like -!- 53098; Ribonuclease H-like -!- 56672; DNA/RNA polymerases"
JW3914	ECK3934	b3942	katG	katG		84 	0.1 	10 	79.9 	5.3 	e	catalase/hydroperoxidase HPI(I)	Cytoplasmic		48113; Heme-dependent peroxidases
JW5555	ECK3939	b3947	ptsA	ptsA	pt1A -!- frwA -!- yijH	69 	0.0 	4 	91.7 	5.4 	pt	fused predicted PTS enzymes Hpr component -!- enzyme I component -!- enzyme IIA component	Cytoplasmic		"47831; Enzyme I of the PEP:sugar phosphotransferase system HPr-binding (sub)domain -!- 51621; Phosphoenolpyruvate/pyruvate domain -!- 52009; Histidine-containing phosphotransfer domain, HPT domain -!- 55804; Phoshotransferase/anion transpor"
JW3923	ECK3942	b3951	pflD	pflD	yijL	12 	0.1 	8 	85.9 	5.9 	pe	predicted formate acetyltransferase 2 (pyruvate formate lyase II)	Cytoplasmic		51998; PFL-like glycyl radical enzymes
JW4070	ECK4102	b4109	yjdA	yjdA		28 	0.2 	15 	84.3 	5.8 	d	conserved protein with nucleoside triphosphate hydrolase domain	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW5731	ECK4110	b4117	adiA	adiA	adi	31 	0.1 	6 	84.5 	5.2 	e	biodegradative arginine decarboxylase	Cytoplasmic		52172; CheY-like -!- 53383; PLP-dependent transferases -!- 55904; Ornithine decarboxylase C-terminal domain
JW4092	ECK4125	b4131	cadA	cadA		5 	0.2 	18 	81.2 	6.2 	e	lysine decarboxylase 1	Cytoplasmic		53383; PLP-dependent transferases -!- 55904; Ornithine decarboxylase C-terminal domain
JW4120	ECK4155	b4159	yjeP	yjeP		16 	0.2 	24 	123.8 	7.0 	pt	predicted mechanosensitive channel	Integral Membrane Protein		
JW5741	ECK4175	b4179	rnr	rnr	vacB -!- yjeC	45 	0.1 	10 	92.0 	8.9 	e	"exoribonuclease R, RNase R"	Cytoplasmic		50249; Nucleic acid-binding proteins
JW4180	ECK4217	b4221	ytfN	ytfN	ytfO	32 	0.2 	21 	136.6 	4.8 	o	conserved protein	Membrane Anchored		
JW4197	ECK4233	b4238	nrdD	nrdD		60 	0.6 	47 	79.9 	6.7 	e	anaerobic ribonucleoside-triphosphate reductase	Cytoplasmic		51998; PFL-like glycyl radical enzymes
JW4201	ECK4237	b4242	mgtA	mgtA	corB -!- atmA -!- mgt -!- mtg	51 	0.1 	9 	99.4 	5.9 	t	magnesium transporter	Integral Membrane Protein		56869; Membrane all-alpha
JW4215	ECK4251	b4258	valS	valS	val-act	60 	0.3 	35 	108.1 	5.2 	e	valyl-tRNA synthetase	Cytoplasmic		47323; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases -!- 50677; ValRS/IleRS editing domain -!- 52374; Nucleotidylyl transferase
JW4251	ECK4281	b4291	fecA	fecA		1 	0.7 	61 	85.2 	6.0 	h	KpLE2 phage-like element; ferric citrate outer membrane transporter	Outer Membrane B-barrel protein	1KMO	56935; Porins
JW5794	ECK4349	b4359	mdoB	mdoB	yjjO	7 	0.8 	72 	85.4 	6.5 	e	phosphoglycerol transferase I	Integral Membrane Protein		53649; Alkaline phosphatase-like
JW5531	ECK3150	b3162	deaD	deaD	mssB -!- rhlD -!- csdA	50 	1.3 	95 	70.5 	9.4 	e	ATP-dependent RNA helicase	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3145	ECK3167	b3178	ftsH	ftsH	hflB -!- mrsC -!- tolZ -!- std	41 	0.8 	60 	70.6 	6.4 	e	"protease, ATP-dependent zinc-metallo"	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases
JW3221	ECK3240	b3252	yhdA	yhdA		4 	0.5 	35 	73.3 	9.0 	pm	conserved inner membrane protein	Integral Membrane Protein		
JW5707	ECK3312	b3325	gspD	gspD	yheF	35 	0.7 	50 	70.6 	6.0 	pt	"general secretory pathway component, cryptic"	Periplasmic		
JW3315	ECK3340	b3352	yheS	yheS		39 	0.5 	37 	71.8 	5.8 	pt	fused predicted transporter subunits -!- ATP-binding components of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3366	ECK3390	b3403	pck	pck	pckA	59 	0.9 	56 	59.6 	6.0 	e	phosphoenolpyruvate carboxykinase	Cytoplasmic	1OS1	53795; PEP carboxykinase-like -!- 68923; PEP carboxykinase N-terminal domain
JW3385	ECK3408	b3422	rtcR	rtcR	yhgB	7 	0.8 	48 	60.2 	7.3 	r	sigma 54-dependent transcriptional regulator of rtcBA expression	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3394	ECK3417	b3431	glgX	glgX		20 	0.3 	22 	73.5 	5.9 	e	glycogen debranching enzyme	Cytoplasmic		51445; (Trans)glycosidases
JW3412	ECK3431	b3447	ggt	ggt		37 	0.0 	3 	61.7 	5.9 	e	gamma-glutamyltranspeptidase	Periplasmic		
JW3455	ECK3473	b3488	yhiJ	yhiJ		7 	0.4 	21 	61.1 	6.5 	o	predicted protein	Cytoplasmic		
JW3487	ECK3504	b3519	treF	treF		49 	0.2 	12 	63.6 	4.9 	e	cytoplasmic trehalase	Cytoplasmic		
JW3506	ECK3523	b3538	bcsG	bcsG	yhjU	10 	0.2 	10 	62.0 	6.6 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW3513	ECK3531	b3544	dppA	dppA	alu -!- dpp -!- fpp	86 	0.5 	31 	60.2 	6.8 	t	dipeptide transporter -!- periplasmic-binding component of ABC superfamily	Periplasmic	1DPP	53850; Periplasmic binding protein-like II
JW3543	ECK3560	b3571	malS	malS		25 	0.1 	11 	75.6 	5.7 	e	alpha-amylase	Periplasmic		51445; (Trans)glycosidases
JW3563	ECK3579	b3590	selB	selB	fdhA	58 	0.2 	11 	68.8 	6.4 	f	selenocysteinyl-tRNA-specific translation factor	Cytoplasmic		50447; Translation proteins -!- 50465; EF-Tu/eEF-1alpha C-terminal domain -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3573	ECK3588	b3599	mtlA	mtlA	mtlC	27 	0.2 	15 	67.9 	6.5 	t	fused mannitol-specific PTS enzyme IIABC components	Integral Membrane Protein		55804; Phoshotransferase/anion transport protein
JW3622	ECK3637	b3647	ligB	ligB	yicF	12 	0.3 	21 	63.1 	9.5 	e	"DNA ligase, NAD(+)-dependent"	Cytoplasmic		"47781; RuvA domain 2-like -!- 50249; Nucleic acid-binding proteins -!- 56091; DNA ligase/mRNA capping enzyme, catalytic domain"
JW3630	ECK3645	b3655	yicH	yicH		7 	0.6 	39 	62.2 	6.3 	o	conserved protein	Membrane Anchored		
JW3640	ECK3656	b3665	ade	ade	yicP -!- adu	35 	0.4 	24 	63.7 	5.5 	e	cryptic adenine deaminase	Cytoplasmic		51338; Composite domain of metallo-dependent hydrolases
JW3646	ECK3662	b3671	ilvB	ilvB		29 	0.4 	25 	60.4 	5.7 	e	"acetolactate synthase I, large subunit"	Cytoplasmic		52467; DHS-like NAD/FAD-binding domain -!- 52518; Thiamin diphosphate-binding fold (THDP-binding)
JW5629	ECK3684	b4478	dgoD	dgoD	dgoD -!- yidU	4 	1.1 	45 	42.5 	5.8 	e	galactonate dehydratase	Cytoplasmic		
JW3683	ECK3698	b3705	yidC	yidC		27 	0.6 	38 	61.5 	8.7 	e	"cytoplasmic insertase into membrane protein, Sec system"	Integral Membrane Protein		
JW3698	ECK3713	b3720	bglH	bglH	yieC	9 	0.8 	47 	60.6 	5.7 	t	"carbohydrate-specific outer membrane porin, cryptic"	Outer Membrane B-barrel protein		56935; Porins
JW3707	ECK3722	b3729	glmS	glmS		91 	0.1 	4 	66.8 	5.8 	e	L-glutamine:D-fructose-6-phosphate aminotransferase	Cytoplasmic	1JXA	53697; SIS domain -!- 56235; N-terminal nucleophile aminohydrolases (Ntn hydrolases)
JW3719	ECK3734	b3741	gidA	gidA	trmF	7 	0.3 	24 	69.4 	6.7 	cp	glucose-inhibited cell-division protein	Cytoplasmic		51905; FAD/NAD(P)-binding domain
JW5605	ECK3763	b3771	ilvD	ilvD		26 	0.4 	28 	65.5 	6.1 	e	dihydroxyacid dehydratase	Cytoplasmic		
JW5604	ECK3770	b3778	rep	rep	dasC -!- mbrA -!- mmrA	19 	0.1 	9 	76.9 	7.4 	e	DNA helicase and single-stranded DNA-dependent ATPase	Cytoplasmic	1UAA	52540; P-loop containing nucleotide triphosphate hydrolases
JW3773	ECK3794	b3801	aslA	aslA	gppB -!- atsA	25 	0.4 	22 	60.7 	6.4 	e	acrylsulfatase-like enzyme	Periplasmic		53649; Alkaline phosphatase-like
JW5855	ECK3816	b3822	recQ	recQ		47 	0.1 	7 	68.3 	7.4 	e	ATP-dependent DNA helicase	Cytoplasmic	1OYY	52540; P-loop containing nucleotide triphosphate hydrolases
JW5571	ECK3864	b3871	bipA	bipA	typA -!- yihK	89 	0.7 	49 	67.3 	5.3 	f	GTP-binding protein	Cytoplasmic		"50447; Translation proteins -!- 52540; P-loop containing nucleotide triphosphate hydrolases -!- 54980; Elongation factor G (EF-G), domains III and V"
JW3849	ECK3871	b3878	yihQ	yihQ		31 	0.5 	37 	77.2 	5.2 	e	alpha-glucosidase	Cytoplasmic		
JW3927	ECK3946	b3955	yijP	yijP		27 	0.1 	6 	66.5 	7.9 	pm	conserved inner membrane protein	Integral Membrane Protein		53649; Alkaline phosphatase-like
JW3958	ECK3986	b3994	thiC	thiC		10 	0.7 	53 	70.8 	6.0 	e	thiamin (pyrimidine moiety) biosynthesis protein	Cytoplasmic		
JW3970	ECK3998	b4006	purH	purH		72 	0.4 	21 	57.3 	6.0 	e	fused IMP cyclohydrolase -!- phosphoribosylaminoimidazolecarboxamide formyltransferase	Cytoplasmic		52335; Methylglyoxal synthase-like -!- 64197; AICAR transformylase domain of bifunctional purine biosynthesis enzyme ATIC
JW3974	ECK4006	b4014	aceB	aceB	mas	65 	0.4 	24 	60.2 	5.8 	e	malate synthase A	Cytoplasmic		51645; Malate synthase G
JW3976	ECK4008	b4016	aceK	aceK		11 	0.1 	6 	67.6 	6.4 	e	isocitrate dehydrogenase kinase/phosphatase	Cytoplasmic		
JW3980	ECK4012	b4020	yjbB	yjbB		4 	0.5 	31 	59.4 	8.1 	pt	predicted transporter	Integral Membrane Protein		
JW3985	ECK4017	b4025	pgi	pgi		115 	0.4 	24 	61.5 	6.2 	e	glucosephosphate isomerase	Cytoplasmic		53697; SIS domain
JW4030	ECK4062	b4069	acs	acs	acsA -!- yfaC	62 	0.6 	43 	72.0 	5.8 	e	bifunctional acetyl-CoA synthetase -!- propionyl-CoA synthetase	Cytoplasmic	1PG4	56801; Firefly luciferase-like
JW5721	ECK4076	b4083	yjcS	yjcS		27 	0.6 	43 	73.1 	7.0 	pe	predicted alkyl sulfatase	Periplasmic		"48452; TPR-like -!- 55718; Sterol carrier protein, SCP -!- 56281; Metallo-hydrolase/oxidoreductase"
JW4083	ECK4115	b4122	fumB	fumB		70 	0.5 	32 	60.0 	6.3 	e	anaerobic class I fumarate hydratase (fumarase B)	Cytoplasmic		
JW4086	ECK4118	b4125	dcuS	dcuS	yjdH	35 	0.4 	23 	60.5 	6.8 	r	"sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration"	Integral Membrane Protein		55785; PYP-like sensor domain -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW4103	ECK4137	b4143	groL	groL	groEL -!- mopB -!- groE -!- hdh -!- mopA	95 	0.5 	28 	57.2 	4.9 	f	"Cpn60 chaperonin GroEL, large subunit of GroESL"	Cytoplasmic		"48592; GroEL-like chaperones, ATPase domain -!- 52029; GroEL-like chaperone, apical domain -!- 54849; GroEL-like chaperone, intermediate domain"
JW4115	ECK4150	b4154	frdA	frdA		51 	0.1 	5 	65.9 	6.2 	e	fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit	Cytoplasmic		46977; Succinate dehydrogenase/fumarate reductase C-terminal domain -!- 51905; FAD/NAD(P)-binding domain -!- 56425; Succinate dehydrogenase/fumarate reductase catalytic domain
JW5867	ECK4183	b4187	aidB	aidB		2 	0.5 	28 	60.5 	7.8 	e	isovaleryl CoA dehydrogenase	Cytoplasmic		"47203; Acyl-CoA dehydrogenase (flavoprotein), C-terminal domain -!- 56645; Acyl-CoA dehydrogenase (flavoprotein), N-terminal and middle domains"
JW4171	ECK4209	b4213	cpdB	cpdB		83 	0.2 	15 	70.8 	5.9 	e	2':3'-cyclic-nucleotide 2'-phosphodiesterase	Periplasmic		"55816; 5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain -!- 56300; Metallo-dependent phosphatases"
JW4198	ECK4234	b4239	treC	treC	olgH -!- treE	9 	0.2 	13 	63.8 	5.9 	e	trehalose-6-P hydrolase	Cytoplasmic		"51011; alpha-Amylases, C-terminal beta-sheet domain -!- 51445; (Trans)glycosidases"
JW5757	ECK4246	b4253	yjgL	yjgL		85 	0.1 	5 	69.5 	6.2 	o	predicted protein	Cytoplasmic		
JW4259	ECK4286	b4297	yjhG	yjhG		15 	0.1 	7 	69.9 	6.1 	h	KpLE2 phage-like element; predicted dehydratase	Cytoplasmic		
JW4318	ECK4345	b4355	tsr	tsr	cheD	44 	0.6 	34 	59.4 	5.0 	r	"methyl-accepting chemotaxis protein I, serine sensor receptor"	Integral Membrane Protein		"47170; Aspartate receptor, ligand-binding domain"
JW4354	ECK4383	b4391	yjjK	yjjK		92 	0.1 	8 	62.4 	5.7 	pt	fused predicted transporter subunits -!- ATP-binding components of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW4355	ECK4384	b4392	slt	slt	sltY	11 	0.6 	45 	73.3 	9.3 	e	"lytic murein transglycosylase, soluble"	Periplasmic	1QSA	48435; Bacterial muramidases -!- 53955; Lysozyme-like
JW3105	ECK3124	b3136	agaS	agaS	yraB	71 	0.3 	12 	41.7 	5.9 	e	tagatose-6-phosphate ketose/aldose isomerase	Cytoplasmic		53697; SIS domain
JW3114	ECK3133	b3145	yraK	yraK		78 	0.4 	14 	38.5 	7.7 	ps	predicted fimbrial-like adhesin protein	Periplasmic		49401; Bacterial adhesins
JW3127	ECK3146	b3158	yhbU	yhbU		9 	0.6 	23 	37.0 	7.3 	pe	predicted peptidase (collagenase-like)	Cytoplasmic		
JW3129	ECK3148	b3160	yhbW	yhbW		9 	0.4 	14 	37.1 	6.5 	pe	predicted enzyme	Cytoplasmic		51679; Bacterial luciferase-like
JW3138	ECK3158	b3169	nusA	nusA		99 	1.0 	53 	54.8 	4.4 	f	transcription termination/antitermination L factor	Cytoplasmic		"47794; DNA repair protein Rad51, N-terminal domain -!- 50249; Nucleic acid-binding proteins -!- 54814; Prokaryotic type KH domain (pKH-domain) -!- 69705; Transcription factor NusA, N-terminal domain"
JW3140	ECK3161	b3172	argG	argG	Arg6 -!- argE	19 	0.3 	16 	49.8 	5.6 	e	argininosuccinate synthetase	Cytoplasmic	1KP3	"52402; Adenine nucleotide alpha hydrolases -!- 69864; Argininosuccinate synthetase, C-terminal domain"
JW3143	ECK3165	b3176	glmM	glmM	mrsA -!- yhbF	61 	0.6 	30 	47.5 	6.3 	e	phosphoglucosamine mutase	Cytoplasmic		"53738; Phosphoglucomutase, first 3 domains"
JW3149	ECK3171	b3182	dacB	dacB	pbp	34 	0.2 	11 	51.8 	9.2 	e	D-alanyl-D-alanine carboxypeptidase	Periplasmic		56601; beta-Lactamase/D-ala carboxypeptidase
JW3150	ECK3172	b3183	obgE	obgE	cgtA -!- obg -!- yhbZ	94 	0.9 	41 	43.2 	4.8 	cp	GTPase involved in cell partioning and DNA repair	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3154	ECK3176	b3187	ispB	ispB	cel -!- yhbD	51 	1.4 	50 	35.2 	4.9 	e	octaprenyl diphosphate synthase	Cytoplasmic		48576; Terpenoid synthases
JW3156	ECK3178	b3189	murA	murA	mrbA -!- murZ	64 	1.1 	48 	44.8 	6.4 	e	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Cytoplasmic	1UAE	55205; EPT/RTPC-like
JW3164	ECK3186	b3197	kdsD	kdsD	yrbH	62 	1.1 	40 	35.2 	6.7 	e	D-arabinose 5-phosphate isomerase	Cytoplasmic		53697; SIS domain
JW3169	ECK3191	b3202	rpoN	rpoN	glnF -!- ntrA	95 	1.0 	52 	53.9 	4.6 	f	"RNA polymerase, sigma 54 (sigma N) factor"	Cytoplasmic		
JW3180	ECK3203	b3213	gltD	gltD	aspB -!- ossB -!- psiQ	30 	1.7 	87 	52.0 	6.1 	c	"glutamate synthase, 4Fe-4S protein, small subunit"	Cytoplasmic		46548; alpha-helical ferredoxin
JW3189	ECK3209	b3220	yhcG	yhcG		17 	0.5 	21 	43.3 	7.1 	o	conserved protein	Cytoplasmic		
JW3201	ECK3221	b3232	yhcM	yhcM		31 	0.8 	33 	43.0 	6.9 	d	conserved protein with nucleoside triphosphate hydrolase domain	Cytoplasmic		52540; P-loop containing nucleoside triphosphate hydrolases
JW3203	ECK3223	b3234	degQ	degQ	hhoA	67 	0.8 	39 	47.2 	7.4 	e	"serine endoprotease, periplasmic"	Membrane Anchored		50156; PDZ domain-like -!- 50494; Trypsin-like serine proteases
JW3204	ECK3224	b3235	degS	degS	hhoB -!- htrH	76 	0.3 	11 	37.5 	6.3 	e	"serine endoprotease, periplasmic"	Membrane Anchored		50156; PDZ domain-like -!- 50494; Trypsin-like serine proteases
JW3213	ECK3233	b3244	tldD	tldD	yhdO	91 	0.4 	22 	51.3 	5.1 	pe	predicted peptidase	Cytoplasmic		46785; Winged helix
JW3216	ECK3235	b3247	rng	rng	cafA -!- yhdF -!- adhR	76 	0.5 	29 	55.3 	6.0 	e	ribonuclease G	Cytoplasmic		50249; Nucleic acid-binding proteins
JW3219	ECK3238	b3250	mreC	mreC		35 	0.2 	10 	39.5 	9.0 	s	cell wall structural complex MreBCD transmembrane component MreC	Membrane Anchored		
JW3220	ECK3239	b3251	mreB	mreB	envB -!- mon -!- rodY	63 	0.2 	9 	36.9 	5.8 	s	"cell wall structural complex MreBCD, actin-like component MreB"	Cytoplasmic		53067; Actin-like ATPase domain
JW3222	ECK3241	b3253	yhdH	yhdH		65 	0.4 	14 	34.7 	6.5 	pe	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"	Cytoplasmic		50129; GroES-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW3224	ECK3243	b3256	accC	accC	fabG	30 	0.8 	37 	49.3 	7.3 	e	"acetyl-CoA carboxylase, biotin carboxylase subunit"	Cytoplasmic	1DV1	52440; Biotin carboxylase N-terminal domain-like -!- 56059; Glutathione synthetase ATP-binding domain-like
JW3233	ECK3252	b3265	acrE	acrE	envC	71 	0.4 	15 	41.3 	6.7 	lp	cytoplasmic membrane lipoprotein	Inner Membrane Lipoprotein		51230; Single hybrid motif
JW3250	ECK3275	b3289	rsmB	rsmB	fmu -!- fsv -!- rrmB -!- fmv -!- sun -!- yhdB	51 	0.7 	33 	48.3 	7.7 	e	"16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent"	Cytoplasmic		48013; Antitermination factor NusB -!- 53335; S-adenosyl-L-methionine-dependent methyltransferases
JW3251	ECK3276	b3290	trkA	trkA		69 	0.4 	19 	50.3 	6.1 	t	NAD-binding component of TrK potassium transporter	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW3285	ECK3310	b3323	gspA	gspA	yheD	76 	0.1 	5 	55.3 	8.5 	pt	"general secretory pathway component, cryptic"	Membrane Anchored		47090; PGBD-like -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3288	ECK3313	b3326	gspE	gspE	yheG	22 	0.5 	27 	54.6 	6.4 	pt	"general secretory pathway component, cryptic"	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3289	ECK3314	b3327	gspF	gspF	hofF -!- hopF	17 	0.4 	20 	44.3 	10.6 	pt	"general secretory pathway component, cryptic"	Integral Membrane Protein		
JW3294	ECK3319	b3332	gspK	gspK	yheJ	31 	0.7 	25 	37.6 	6.3 	pt	"general secretory pathway component, cryptic"	Periplasmic		
JW5705	ECK3320	b3333	gspL	gspL	yheK	18 	0.4 	17 	44.5 	6.8 	pt	"general secretory pathway component, cryptic"	Cytoplasmic		
JW3301	ECK3326	b3339	tufA	tufA	kirT -!- pulT	99 	0.9 	38 	43.2 	5.7 	f	protein chain elongation factor EF-Tu (duplicate of tufB)	Cytoplasmic		50447; Translation proteins -!- 50465; EF-Tu/eEF-1alpha C-terminal domain -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3316	ECK3341	b3353	yheT	yheT		12 	1.3 	50 	38.5 	7.8 	pe	predicted hydrolase	Cytoplasmic		53474; alpha/beta-Hydrolases
JW3322	ECK3347	b3359	argD	argD	Arg1 -!- argG -!- dapC -!- dtu	29 	1.2 	54 	43.7 	6.2 	e	bifunctional acetylornithine aminotransferase -!- succinyldiaminopimelate aminotransferase	Cytoplasmic		53383; PLP-dependent transferases
JW3331	ECK3356	b3368	cysG	cysG		55 	0.1 	6 	49.9 	6.5 	e	"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase/siroheme ferrochelatase -!- uroporphyrinogen methyltransferase"	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains -!- 75615; ? -!- 53790; Cobalt precorrin-4 methyltransferase CbiF
JW5700	ECK3359	b3371	frlB	frlB	yhfN	81 	2.2 	85 	38.5 	5.3 	e	fructoselysine-6-P-deglycase	Cytoplasmic		53697; SIS domain
JW3339	ECK3363	b3376	yhfS	yhfS		15 	1.1 	42 	38.6 	7.3 	d	conserved protein	Cytoplasmic		53383; PLP-dependent transferases
JW3343	ECK3367	b3380	yhfW	yhfW		76 	0.8 	36 	44.5 	5.3 	pe	predicted mutase	Cytoplasmic		53649; Alkaline phosphatase-like
JW3344	ECK3368	b3381	yhfX	yhfX		33 	1.5 	65 	42.3 	6.4 	pe	predicted amino acid racemase	Cytoplasmic		51419; PLP-binding barrel
JW3352	ECK3376	b3389	aroB	aroB		22 	0.9 	34 	38.8 	6.4 	e	3-dehydroquinate synthase	Cytoplasmic		56796; Dehydroquinate synthase-like
JW3354	ECK3378	b3391	hofQ	hofQ	hopQ	64 	0.8 	34 	44.7 	6.6 	pt	predicted fimbrial transporter	Periplasmic		
JW5690	ECK3402	b3415	gntT	gntT	gntM -!- usgA -!- gntS -!- gntTalpha -!- yhgC	14 	0.1 	3 	45.9 	8.7 	t	"gluconate transporter, high-affinity GNT I system"	Integral Membrane Protein		
JW3384	ECK3407	b3421	rtcB	rtcB	yhgL	22 	0.3 	13 	45.2 	6.4 	d	conserved protein	Cytoplasmic		53383; PLP-dependent transferases
JW3389	ECK3412	b3426	glpD	glpD	glyD -!- glvD	48 	0.3 	15 	56.7 	7.8 	e	"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding"	Cytoplasmic		51905; FAD/NAD(P)-binding domain
JW3392	ECK3415	b3429	glgA	glgA		11 	0.3 	13 	52.8 	6.6 	e	glycogen synthase	Cytoplasmic		53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW3393	ECK3416	b3430	glgC	glgC		11 	0.7 	36 	48.6 	6.3 	e	glucose-1-phosphate adenylyltransferase	Cytoplasmic		53448; Nucleotide-diphospho-sugar transferases
JW3396	ECK3419	b3433	asd	asd	dap -!- hom	19 	0.7 	29 	40.0 	6.2 	e	"aspartate-semialdehyde dehydrogenase, NAD(P)-binding"	Cytoplasmic	1GL3	"51735; NAD(P)-binding Rossmann-fold domains -!- 55347; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain"
JW3403	ECK3425	b3440	yhhX	yhhX		65 	0.7 	26 	38.7 	6.5 	pe	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW3406	ECK3428	b3442	yhhZ	yhhZ		14 	0.2 	11 	44.2 	9.3 	o	conserved protein	Cytoplasmic		
JW3415	ECK3434	b3450	ugpC	ugpC		20 	0.7 	27 	39.5 	8.4 	t	glycerol-3-phosphate transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		50331; MOP-like -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3418	ECK3437	b3453	ugpB	ugpB	psiB -!- psiC	64 	0.7 	35 	48.4 	7.4 	t	glycerol-3-phosphate transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW3423	ECK3442	b3458	livK	livK	hrbB -!- hrbC -!- hrbD	79 	1.4 	55 	39.3 	6.3 	t	leucine transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic	1USK	53822; Periplasmic binding protein-like I
JW3425	ECK3444	b3460	livJ	livJ	hrbB -!- hrbC -!- hrbD	96 	1.2 	47 	39.0 	6.4 	t	leucine/isoleucine/valine transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic	2LIV	53822; Periplasmic binding protein-like I
JW3427	ECK3446	b3462	ftsX	ftsX	ftsS	23 	0.9 	35 	38.5 	9.6 	pt	predicted transporter subunit -!- membrane component of ABC superfamily	Integral Membrane Protein		
JW5680	ECK3458	b3474	yhhT	yhhT		4 	0.5 	21 	38.5 	10.7 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW3451	ECK3469	b3484	yhhI	yhhI		63 	0.3 	11 	43.1 	7.1 	ph	predicted transposase	Cytoplasmic		
JW5677	ECK3470	b3485	yhhJ	yhhJ		7 	0.3 	13 	41.0 	9.0 	pt	predicted transporter subunit -!- membrane component of ABC superfamily	Integral Membrane Protein		
JW3457	ECK3475	b3490	yhiL	yhiL		37 	0.3 	16 	47.4 	7.2 	o	predicted protein	Cytoplasmic		
JW3459	ECK3477	b3492	yhiN	yhiN		21 	0.9 	40 	43.7 	6.6 	pe	"predicted oxidoreductase, FAD/NAD(P)-binding domain"	Periplasmic		51905; FAD/NAD(P)-binding domain
JW3467	ECK3485	b3500	gor	gor	gorA	67 	0.4 	17 	48.7 	6.1 	c	glutathione oxidoreductase	Cytoplasmic	1GET	"51905; FAD/NAD(P)-binding domain -!- 55424; FAD/NAD-linked reductases, dimerisation (C-terminal) domain"
JW3481	ECK3497	b3513	mdtE	mdtE	yhiU	90 	0.2 	8 	41.1 	7.3 	t	multidrug resistance efflux transporter	Inner Membrane Lipoprotein		51230; Single hybrid motif
JW3485	ECK3502	b3517	gadA	gadA	gadS	62 	0.1 	7 	52.6 	5.7 	e	"glutamate decarboxylase A, PLP-dependent"	Cytoplasmic	1PMO	53383; PLP-dependent transferases
